iter	Logloss
224	0.2798494317
225	0.2792366863
226	0.2786574331
227	0.2779518628
228	0.2773518194
229	0.2766241866
230	0.2759885753
231	0.2750971451
232	0.2743510023
233	0.2736848273
234	0.2731113407
235	0.2725230704
236	0.2721993162
237	0.2716600802
238	0.2707697211
239	0.2701151254
240	0.2693475383
241	0.2686384755
242	0.2681510231
243	0.2669252775
244	0.2664627728
245	0.265672318
246	0.2651132583
247	0.2645907019
248	0.2637749145
249	0.2631102711
250	0.2625594183
251	0.262075327
252	0.2617172486
253	0.2613558266
254	0.2608188125
255	0.2604521682
256	0.2598990216
257	0.2593754416
258	0.2587710089
259	0.2582672323
260	0.257751401
261	0.2572400079
262	0.2567802705
263	0.2564226512
264	0.2557885247
265	0.2551339629
266	0.2543422115
267	0.2536257411
268	0.2533537879
269	0.2528882049
270	0.2525235144
271	0.2521702872
272	0.25185124
273	0.2511515328
274	0.2505775891
275	0.2501513325
276	0.2495938137
277	0.2490938805
278	0.2486979836
279	0.2482402687
280	0.247525391
281	0.2469092202
282	0.2464237551
283	0.2460026454
284	0.2452205684
285	0.2450307169
286	0.2444527989
287	0.2439879335
288	0.2437484499
289	0.2433430956
290	0.2427849529
291	0.2422903114
292	0.2417989518
293	0.2412314183
294	0.2410740375
295	0.2406941486
296	0.2401727924
297	0.2395900632
298	0.2391580195
299	0.2385604367
300	0.2381237354
301	0.2377659647
302	0.2373335868
303	0.2369333989
304	0.2364089327
305	0.2359782375
306	0.2352936372
307	0.235155089
308	0.2348144939
309	0.2345075631
310	0.2339365863
311	0.233227838
312	0.2329031896
313	0.2324830578
314	0.2315523383
315	0.2312543851
316	0.2309305634
317	0.2305560419
318	0.2301101052
319	0.2297939087
320	0.2294274561
321	0.2287803997
322	0.228568832
323	0.2281360402
324	0.2276525167
325	0.2272127208
326	0.2266666479
327	0.2259145992
328	0.2252280787
329	0.2249410748
330	0.2244059775
331	0.2240149269
332	0.2233455835
333	0.2229756622
334	0.222453849
335	0.2221632991
336	0.2216362175
337	0.2212506696
338	0.2207484394
339	0.2202555379
340	0.2199570279
341	0.219757551
342	0.219405224
343	0.2191322882
344	0.2187583574
345	0.2185061708
346	0.2180777638
347	0.2175330212
348	0.2172246274
349	0.2168915373
350	0.2163040409
351	0.2159451985
352	0.2156985038
353	0.2154184681
354	0.2150982894
355	0.2147769795
356	0.2143214761
357	0.2138879102
358	0.2134257028
359	0.2130716742
360	0.2127509439
361	0.2124602898
362	0.2121625994
363	0.2118414019
364	0.2113656895
365	0.2110001996
366	0.2105854817
367	0.2102423228
368	0.2097152452
369	0.209332573
370	0.2089001226
371	0.2086366986
372	0.2081240232
373	0.2077289291
374	0.2074062702
375	0.2070933006
376	0.2068063662
377	0.2062701724
378	0.2060039803
379	0.2055673005
380	0.2050418669
381	0.2047386189
382	0.2044342415
383	0.2037947103
384	0.2033943281
385	0.2029176326
386	0.2025415733
387	0.2022025563
388	0.2019273557
389	0.2015239189
390	0.2011862621
391	0.2008067789
392	0.2006106602
393	0.2003479487
394	0.1999267882
395	0.1994688668
396	0.1990899687
397	0.1985116295
398	0.1982927094
399	0.197857678
400	0.1975261202
401	0.1968832868
402	0.1965348514
403	0.1962911481
404	0.1960034484
405	0.195613875
406	0.1954027321
407	0.1950857817
408	0.1945478406
409	0.1941682487
410	0.1936233515
411	0.1934635438
412	0.1931252546
413	0.1927809856
414	0.1923927448
415	0.1920943586
416	0.1918009959
417	0.1913977914
418	0.1912880593
419	0.1908538827
420	0.1904345099
421	0.1902680719
422	0.1898937704
423	0.1895931084
424	0.1893635755
425	0.1890844045
426	0.1888866831
427	0.1884731668
428	0.1881201703
429	0.187720254
430	0.1874314141
431	0.1871230092
432	0.1867672544
433	0.1864510872
434	0.1862102208
435	0.1857611879
436	0.185482293
437	0.1852843116
438	0.184915161
439	0.1844623153
440	0.1842248826
441	0.1840264059
442	0.1838649006
443	0.1833898825
444	0.1831613887
445	0.1829272652
446	0.1826560145
447	0.182418734
448	0.1822381727
449	0.1819006983
450	0.1816717789
451	0.1814755972
452	0.1812007821
453	0.1808373682
454	0.180518868
455	0.1803347927
456	0.1799490485
457	0.1797294468
458	0.1793437845
459	0.1791841078
460	0.1788724349
461	0.1786720065
462	0.1783989953
463	0.1781119824
464	0.1778670808
465	0.1775355514
466	0.1771719782
467	0.176904781
468	0.176454847
469	0.1761906394
470	0.1758933441
471	0.1752734338
472	0.1750542583
473	0.1747951832
474	0.1746717235
475	0.1743768472
476	0.174071999
477	0.1737369443
478	0.173326716
479	0.1729924124
480	0.1727647752
481	0.1725454485
482	0.1722295865
483	0.1719835398
484	0.1718274114
485	0.1715906358
486	0.1714024511
487	0.1711118941
488	0.1708540011
489	0.1706025398
490	0.1704246352
491	0.1701244676
492	0.1697939025
493	0.169344501
494	0.1690895889
495	0.1687587954
496	0.1684648077
497	0.1681907855
498	0.1678610582
499	0.1676598781
500	0.1673955865
501	0.1672202508
502	0.166869414
503	0.1666589086
504	0.1664543518
505	0.1661733722
506	0.1660359961
507	0.1657660171
508	0.1655467379
509	0.1652417866
510	0.1651280281
511	0.1647611678
512	0.164502226
513	0.1642635794
514	0.1639505018
515	0.1637315633
516	0.1635251813
517	0.163191486
518	0.1628893985
519	0.1624944423
520	0.1621116422
521	0.1620416343
522	0.1618672881
523	0.1616957753
524	0.1614677097
525	0.1612878876
526	0.1610600399
527	0.1607759122
528	0.1606200869
529	0.1603153849
530	0.1601105665
531	0.1597945849
532	0.1595037323
533	0.1593106875
534	0.1589935342
535	0.1588052192
536	0.1585481523
537	0.1583088776
538	0.1582026918
539	0.1579291425
540	0.1578198157
541	0.1576370326
542	0.1573961791
543	0.1570303196
544	0.1567992048
545	0.1565153052
546	0.1562965129
547	0.1560258751
548	0.1557145703
549	0.1555241209
550	0.1552097266
551	0.1550077802
552	0.1547767758
553	0.1545183336
554	0.1542886845
555	0.1541621031
556	0.153935351
557	0.1536457684
558	0.1534670501
559	0.1531646804
560	0.152980386
561	0.1526044144
562	0.1523731034
563	0.1521171427
564	0.1517443742
565	0.1515652254
566	0.1514729021
567	0.1512318196
568	0.1509837044
569	0.1506669673
570	0.1504748061
571	0.1503744783
572	0.1501212351
573	0.1498189995
574	0.1495433528
575	0.1493753285
576	0.1491632552
577	0.1488756596
578	0.1486643629
579	0.1484748908
580	0.1483198936
581	0.1480947614
582	0.1479348788
583	0.1476325625
584	0.1474572997
585	0.1473022777
586	0.1470452637
587	0.1467472762
588	0.1465393929
589	0.1464123304
590	0.146224469
591	0.1460932095
592	0.1458681737
593	0.1455740399
594	0.1452854767
595	0.1450869888
596	0.1449349016
597	0.1446906852
598	0.1445907695
599	0.1444750933
600	0.1442943807
601	0.1441705347
602	0.1439863996
603	0.143713757
604	0.1435647592
605	0.143333993
606	0.1431023479
607	0.1429719094
608	0.1428121633
609	0.1426858067
610	0.1422921463
611	0.1421288334
612	0.1419136011
613	0.1417364151
614	0.1415574416
615	0.1414585974
616	0.1412487508
617	0.1411471334
618	0.1409744567
619	0.1406504252
620	0.1403688032
621	0.1402743122
622	0.1401091767
623	0.1398498913
624	0.1396669836
625	0.1395116184
626	0.1393600328
627	0.1392125593
628	0.1390412945
629	0.1388905965
630	0.1386133424
631	0.1383314697
632	0.1381040322
633	0.1378429895
634	0.1375970638
635	0.1374985978
636	0.1371271192
637	0.1369959695
638	0.1367286776
639	0.1364784656
640	0.1361999453
641	0.1359673333
642	0.1357862518
643	0.1356062001
644	0.135346625
645	0.1352955817
646	0.1351272396
647	0.1349336077
648	0.134810284
649	0.1346088838
650	0.1344212687
651	0.1342581669
652	0.1341119976
653	0.1339387759
654	0.1337333373
655	0.1335400763
656	0.1332989137
657	0.1330751206
658	0.1328927961
659	0.1326230534
660	0.1325293106
661	0.1323435729
662	0.1322388766
663	0.1320829756
664	0.1319529242
665	0.1317263847
666	0.13163171
667	0.1314046225
668	0.1312488875
669	0.1310960533
670	0.1309884601
671	0.1307946494
672	0.1305969082
673	0.1304741541
674	0.130274836
675	0.1301055437
676	0.1299250823
677	0.1298390446
678	0.1295987487
679	0.1293368835
680	0.1292696532
681	0.1289786503
682	0.1287923075
683	0.1284988019
684	0.1283190611
685	0.1281709231
686	0.1279635906
687	0.1277731146
688	0.1275923608
689	0.1274614916
690	0.1272968456
691	0.1272454112
692	0.1271646291
693	0.1270522702
694	0.1269471427
695	0.1268541803
696	0.1266150157
697	0.1264502627
698	0.1262568469
699	0.1260693292
700	0.1259460827
701	0.1257705162
702	0.1255562546
703	0.125462042
704	0.1253620659
705	0.1251392614
706	0.1250213302
707	0.1249198652
708	0.1247228318
709	0.1245199471
710	0.1243981045
711	0.1241568975
712	0.1240532683
713	0.1238114339
714	0.1237584589
715	0.1235388653
716	0.1233584686
717	0.1232220752
718	0.1230995343
719	0.1228735284
720	0.1226036278
721	0.1225354718
722	0.1223412537
723	0.1221648519
724	0.1219875262
725	0.1217159286
726	0.1216113924
727	0.1214585691
728	0.1212876657
729	0.1211262152
730	0.1209501878
731	0.1207895988
732	0.1206102629
733	0.1205021721
734	0.1203706419
735	0.1201882489
736	0.1199822046
737	0.1199161008
738	0.1197786365
739	0.1196363576
740	0.1194408706
741	0.1192555932
742	0.1190977731
743	0.1189773263
744	0.1188240343
745	0.1186275853
746	0.1183208149
747	0.1181644243
748	0.1180394782
749	0.1177543806
750	0.1176112438
751	0.1173988338
752	0.1172266607
753	0.1170873017
754	0.1168587837
755	0.1166865211
756	0.1165413793
757	0.1162945039
758	0.1161562248
759	0.1160119464
760	0.1158649415
761	0.115683095
762	0.1154319604
763	0.115344182
764	0.1152602479
765	0.1150051843
766	0.1147656245
767	0.1145459211
768	0.1143834201
769	0.1142299968
770	0.1140946197
771	0.1139787993
772	0.1137648178
773	0.1136667123
774	0.1135052799
775	0.11336248
776	0.1131374808
777	0.1130344208
778	0.112826516
779	0.1126313072
780	0.1125130996
781	0.1123220707
782	0.1121441513
783	0.1119472757
784	0.1117923947
785	0.1116274894
786	0.1114822543
787	0.1113084227
788	0.1111384333
789	0.1110041446
790	0.1107043225
791	0.1105848057
792	0.1104369556
793	0.1103225372
794	0.1101957516
795	0.1100613961
796	0.1100034359
797	0.1098280952
798	0.1096989841
799	0.1095668906
800	0.109507491
801	0.1093603016
802	0.1091754638
803	0.1089836223
804	0.1087905691
805	0.1086196724
806	0.1085006059
807	0.1082818907
808	0.1080665802
809	0.1080367384
810	0.1078609273
811	0.107717407
812	0.1075970927
813	0.1074740603
814	0.1073637634
815	0.1072497715
816	0.1071474
817	0.107034416
818	0.1068493226
819	0.1067261087
820	0.1066139248
821	0.1064086853
822	0.1062276382
823	0.106167752
824	0.1060176985
825	0.1059391257
826	0.1058853696
827	0.1057406384
828	0.1056189942
829	0.1055247737
830	0.1054524964
831	0.1053168399
832	0.1050892348
833	0.1049322844
834	0.1047375353
835	0.1045948985
836	0.1045366654
837	0.1044615433
838	0.1042862997
839	0.1041804681
840	0.1039596509
841	0.1038765825
842	0.1037791784
843	0.1036716395
844	0.1036198818
845	0.1034820938
846	0.103329932
847	0.1031646613
848	0.103007314
849	0.1028107329
850	0.1025959211
851	0.1024490349
852	0.1023199357
853	0.1021222918
854	0.1020088121
855	0.1019240914
856	0.1018518659
857	0.1017534507
858	0.1016660972
859	0.1015218003
860	0.1013822707
861	0.1012577873
862	0.1010799233
863	0.1009720702
864	0.1008409603
865	0.1007260466
866	0.1005355745
867	0.100421133
868	0.1003255227
869	0.1002242339
870	0.1000502626
871	0.09986645593
872	0.09980619105
873	0.09977850098
874	0.09967783101
875	0.09964604234
876	0.09960552617
877	0.09951493046
878	0.09937417728
879	0.09924706177
880	0.09915842702
881	0.099034593
882	0.09888022318
883	0.09874006123
884	0.098619467
885	0.09849234221
886	0.09832647671
887	0.0982443254
888	0.09809786712
889	0.09793133216
890	0.09777752422
891	0.09759419473
892	0.09749001498
893	0.09732068416
894	0.09714411922
895	0.09700391594
896	0.09692811349
897	0.09678081326
898	0.09664044545
899	0.09649763761
900	0.09640872169
901	0.09624987403
902	0.09613113796
903	0.09600736742
904	0.09586291865
905	0.09562835623
906	0.09555656846
907	0.09540389637
908	0.09526953451
909	0.09512312166
910	0.09492877066
911	0.09474496083
912	0.09459680708
913	0.09436328653
914	0.09424211027
915	0.09411619832
916	0.09400463455
917	0.093818319
918	0.09372140092
919	0.09362394072
920	0.09349339302
921	0.0934376256
922	0.09327292931
923	0.09319826681
924	0.09306729812
925	0.09290529826
926	0.09274308088
927	0.09264085743
928	0.09253314168
929	0.09238553697
930	0.09228093242
931	0.09218176888
932	0.09203013989
933	0.09192213338
934	0.09179165366
935	0.09166466914
936	0.09148950186
937	0.09136329165
938	0.09122008556
939	0.09111392634
940	0.09098134937
941	0.09082670608
942	0.090721514
943	0.09053476588
944	0.09041742572
945	0.09029404341
946	0.09012728337
947	0.08999079649
948	0.08983521209
949	0.08971115029
950	0.0895723293
951	0.08942046973
952	0.08929037714
953	0.08920603839
954	0.0890424451
955	0.08890151092
956	0.08874564949
957	0.08861636313
958	0.08847592236
959	0.08837244928
960	0.08828909031
961	0.08823886854
962	0.08815215368
963	0.08798376895
964	0.08784913747
965	0.08775051651
966	0.0876383148
967	0.08748098333
968	0.08730208002
969	0.08716496494
970	0.08701615351
971	0.0869328918
972	0.08685166202
973	0.08674763267
974	0.08655634256
975	0.08646578042
976	0.08623265492
977	0.08610526857
978	0.0860378158
979	0.08591758908
980	0.08582381601
981	0.08568764338
982	0.08554454983
983	0.08543019901
984	0.08533039896
985	0.0852516666
986	0.0851386157
987	0.08501568441
988	0.08495765556
989	0.08482453227
990	0.08472315052
991	0.08459221428
992	0.08447943122
993	0.08436652465
994	0.08421982258
995	0.08417800983
996	0.08408801368
997	0.08400465846
998	0.08384866228
999	0.08373372756
